"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Jun 10 12:36:46 BDT 2024","Mon Jun 10 12:37:47 BDT 2024","61247","All Test Suite","D:/WebAutoProjects/src/test/java/TestCase","TestCase.TestCaseBata","TestCase.TestCaseBata","LogInIntoBata","LogInIntoBata",""
